Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
222,Tunisia,711,"Anise, badian, fennel, coriander",5419,Yield,1997,1997,hg/ha,7746.000000,Fc
222,Tunisia,711,"Anise, badian, fennel, coriander",5419,Yield,1998,1998,hg/ha,7760.000000,Fc
222,Tunisia,711,"Anise, badian, fennel, coriander",5419,Yield,1999,1999,hg/ha,7744.000000,Fc
222,Tunisia,711,"Anise, badian, fennel, coriander",5419,Yield,2000,2000,hg/ha,7840.000000,Fc
222,Tunisia,711,"Anise, badian, fennel, coriander",5419,Yield,2001,2001,hg/ha,7840.000000,Fc
222,Tunisia,711,"Anise, badian, fennel, coriander",5419,Yield,2002,2002,hg/ha,7840.000000,Fc
222,Tunisia,711,"Anise, badian, fennel, coriander",5419,Yield,2003,2003,hg/ha,7840.000000,Fc
222,Tunisia,711,"Anise, badian, fennel, coriander",5419,Yield,2004,2004,hg/ha,7840.000000,Fc
222,Tunisia,711,"Anise, badian, fennel, coriander",5419,Yield,2005,2005,hg/ha,7840.000000,Fc
222,Tunisia,711,"Anise, badian, fennel, coriander",5419,Yield,2006,2006,hg/ha,7840.000000,Fc
222,Tunisia,711,"Anise, badian, fennel, coriander",5419,Yield,2007,2007,hg/ha,7840.000000,Fc
222,Tunisia,711,"Anise, badian, fennel, coriander",5419,Yield,2008,2008,hg/ha,6506.000000,Fc
222,Tunisia,711,"Anise, badian, fennel, coriander",5419,Yield,2009,2009,hg/ha,7621.000000,Fc
222,Tunisia,711,"Anise, badian, fennel, coriander",5419,Yield,2010,2010,hg/ha,7735.000000,Fc
222,Tunisia,711,"Anise, badian, fennel, coriander",5419,Yield,2011,2011,hg/ha,7812.000000,Fc
222,Tunisia,711,"Anise, badian, fennel, coriander",5419,Yield,2012,2012,hg/ha,8667.000000,Fc
222,Tunisia,711,"Anise, badian, fennel, coriander",5419,Yield,2013,2013,hg/ha,7905.000000,Fc
222,Tunisia,711,"Anise, badian, fennel, coriander",5419,Yield,2014,2014,hg/ha,7816.000000,Fc
222,Tunisia,711,"Anise, badian, fennel, coriander",5419,Yield,2015,2015,hg/ha,7908.000000,Fc
222,Tunisia,711,"Anise, badian, fennel, coriander",5419,Yield,2016,2016,hg/ha,7945.000000,Fc
222,Tunisia,711,"Anise, badian, fennel, coriander",5419,Yield,2017,2017,hg/ha,7960.000000,Fc
222,Tunisia,711,"Anise, badian, fennel, coriander",5419,Yield,2018,2018,hg/ha,7976.000000,Fc
222,Tunisia,711,"Anise, badian, fennel, coriander",5419,Yield,2019,2019,hg/ha,7991.000000,Fc
222,Tunisia,711,"Anise, badian, fennel, coriander",5510,Production,1961,1961,tonnes,5000.000000,F
222,Tunisia,711,"Anise, badian, fennel, coriander",5510,Production,1962,1962,tonnes,5000.000000,F
222,Tunisia,711,"Anise, badian, fennel, coriander",5510,Production,1963,1963,tonnes,6000.000000,F
222,Tunisia,711,"Anise, badian, fennel, coriander",5510,Production,1964,1964,tonnes,6900.000000,
222,Tunisia,711,"Anise, badian, fennel, coriander",5510,Production,1965,1965,tonnes,7700.000000,
222,Tunisia,711,"Anise, badian, fennel, coriander",5510,Production,1966,1966,tonnes,6150.000000,
222,Tunisia,711,"Anise, badian, fennel, coriander",5510,Production,1967,1967,tonnes,5650.000000,
222,Tunisia,711,"Anise, badian, fennel, coriander",5510,Production,1968,1968,tonnes,5450.000000,
222,Tunisia,711,"Anise, badian, fennel, coriander",5510,Production,1969,1969,tonnes,7500.000000,
222,Tunisia,711,"Anise, badian, fennel, coriander",5510,Production,1970,1970,tonnes,5300.000000,
222,Tunisia,711,"Anise, badian, fennel, coriander",5510,Production,1971,1971,tonnes,8150.000000,
222,Tunisia,711,"Anise, badian, fennel, coriander",5510,Production,1972,1972,tonnes,8200.000000,F
222,Tunisia,711,"Anise, badian, fennel, coriander",5510,Production,1973,1973,tonnes,8200.000000,F
222,Tunisia,711,"Anise, badian, fennel, coriander",5510,Production,1974,1974,tonnes,8300.000000,F
222,Tunisia,711,"Anise, badian, fennel, coriander",5510,Production,1975,1975,tonnes,8300.000000,F
222,Tunisia,711,"Anise, badian, fennel, coriander",5510,Production,1976,1976,tonnes,8400.000000,F
